,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,pre_class
6482,f,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p,p
5714,f,y,w,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,e,e
3148,x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,p
6952,x,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e,e
5828,k,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e,e
5723,f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,p,p
2306,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
6084,k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p,p
5682,x,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p,p
6574,k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p,p
1616,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e,e
4464,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,p,p
3184,f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e,e
8117,k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p,p
3333,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e,e
4834,k,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e,e
1671,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
3245,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
5156,x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p,p
3666,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
4776,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p,p
6646,f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p,p
1175,x,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
4997,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p,p
4204,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p,p
4730,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p,p
1839,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
7881,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p,p
4537,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p,p
7021,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p,p
547,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e,e
5282,f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,p,p
3479,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p,p
3282,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p,p
6365,x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p,p
172,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
4105,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
3846,f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e,e
2268,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e,e
5090,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p,p
2478,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
2937,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p,p
3950,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p,p
8113,k,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
4960,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p,p
7901,k,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p,p
2794,x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
4329,x,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
6740,x,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p,p
3221,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
1038,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
323,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
7067,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e,e
7178,k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
2229,x,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
5170,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p,p
5377,x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,p,p
4071,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p,p
893,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
7860,b,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e,e
5212,x,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p,p
324,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e,e
1215,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,p,p
5398,b,f,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p,p
4113,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,e
4610,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p,p
7391,x,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,e
5095,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p,p
2614,f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
1129,x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
7293,k,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e,e
4645,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p,p
2868,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
664,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
1835,x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e,e
3995,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p,p
208,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
5050,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p,p
747,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
3434,f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e,e
798,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,p,p
88,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e,e
734,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
3207,f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e,e
3406,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e,e
3951,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p,p
1174,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e,e
7107,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p,p
5266,x,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p,p
1153,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
198,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
5834,x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
3541,f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
1097,x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
548,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
2685,x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
5054,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
3392,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e,e
7990,k,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p,p
1321,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p,p
4712,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
5086,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p,p
5866,x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p,p
4614,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,p,p
7602,x,s,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e,e
5314,x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p,p
3519,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,e
4769,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p,p
5471,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p,p
7985,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,e,e
7410,k,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p,p
6821,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p,p
2226,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
4376,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
937,x,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e,e
4686,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p,p
3880,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e,e
2083,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,e
6686,x,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
8055,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e,e
5123,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
7323,x,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p,p
5867,f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,p,p
7940,f,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e,e
4332,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
2855,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
4252,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p,p
5993,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
6897,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p,p
620,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,e,e
1919,f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
7646,f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p,p
4180,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p,p
1728,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e,e
478,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
1352,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
5091,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p,p
7969,k,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p,p
5836,x,y,w,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,e,e
6076,f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p,p
7678,b,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e,e
7743,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e,e
1033,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e,e
2407,x,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e,e
286,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
550,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e,e
7235,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l,e,e
6800,f,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p,p
3095,x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p,p
5601,f,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e,e
6191,x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p,p
5660,f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p,p
1425,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e,e
6922,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
4653,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p,p
6057,f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
5900,x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p,p
6856,x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p,p
2251,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e,e
7332,k,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p,p
1608,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e,e
1699,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e,e
6589,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p,p
4925,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p,p
3125,f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
7612,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l,e,e
7908,k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p,p
5162,f,f,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p,p
2337,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,e
2227,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
3837,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
1720,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
701,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e,e
4708,f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p,p
4919,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p,p
7687,k,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p,p
4316,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p,p
5531,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,p,p
7944,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,e,e
4559,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p,p
2826,x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e,e
2418,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
1615,x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
833,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e,e
1995,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
2887,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,p
549,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
1020,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
248,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,e,e
6208,x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p,p
3055,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e,e
296,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
2864,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
57,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
7636,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,e,e
5783,f,y,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p,p
4731,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p,p
4032,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p,p
100,x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e,e
5957,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,p,p
2755,f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
3979,f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e,e
2943,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
4046,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p,p
532,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
6202,f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p,p
4669,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p,p
4981,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
1370,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
3350,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e,e
346,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
1744,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e,e
1670,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
2439,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
1817,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,e,e
681,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
434,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
3459,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e,e
5478,f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,p,p
6723,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
1489,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p,p
2987,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e,e
6232,x,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p,p
4338,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p,p
4634,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e,e
1979,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
6770,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p,p
5143,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p,p
3592,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
1181,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e,e
1375,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
5712,f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p,p
2623,f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
3231,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p,p
2272,f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e,e
626,f,f,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
6115,x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p,p
3787,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p,p
4084,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,p,p
4054,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
6711,x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p,p
84,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e,e
6797,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p,p
1650,x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e,e
4053,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p,p
5505,x,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p,p
7475,k,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p,p
5574,x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p,p
4568,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,p,p
418,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
4251,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p,p
2802,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e,e
3346,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p,p
4387,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p,p
5040,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p,p
2845,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
293,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
5939,f,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
4216,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,p,p
4371,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,p,p
6680,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p,p
5888,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p,p
7657,x,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p,p
7374,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p,p
1149,f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
4999,x,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p,p
7497,k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p,p
3341,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p,p
7873,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p,p
6515,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
6141,f,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p,p
2764,f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e,e
